ID;ID_UOR;DT;HH_INC;HH_FIM
0;0;2021-08-02;10:00:00;10:59:59
1;0;2021-08-02;11:00:00;11:59:59
2;0;2021-08-02;12:00:00;12:59:59
3;0;2021-08-02;13:00:00;13:59:59
4;0;2021-08-02;14:00:00;14:59:59
5;0;2021-08-03;10:00:00;10:59:59
6;0;2021-08-03;11:00:00;11:59:59
7;0;2021-08-03;12:00:00;12:59:59
8;0;2021-08-03;13:00:00;13:59:59
9;0;2021-08-03;14:00:00;14:59:59
10;0;2021-08-04;10:00:00;10:59:59
11;0;2021-08-04;11:00:00;11:59:59
12;0;2021-08-04;12:00:00;12:59:59
13;0;2021-08-04;13:00:00;13:59:59
14;0;2021-08-04;14:00:00;14:59:59
15;0;2021-08-05;10:00:00;10:59:59
16;0;2021-08-05;11:00:00;11:59:59
17;0;2021-08-05;12:00:00;12:59:59
18;0;2021-08-05;13:00:00;13:59:59
19;0;2021-08-05;14:00:00;14:59:59
20;0;2021-08-06;10:00:00;10:59:59
21;0;2021-08-06;11:00:00;11:59:59
22;0;2021-08-06;12:00:00;12:59:59
23;0;2021-08-06;13:00:00;13:59:59
24;0;2021-08-06;14:00:00;14:59:59
25;0;2021-08-09;10:00:00;10:59:59
26;0;2021-08-09;11:00:00;11:59:59
27;0;2021-08-09;12:00:00;12:59:59
28;0;2021-08-09;13:00:00;13:59:59
29;0;2021-08-09;14:00:00;14:59:59
30;0;2021-08-10;10:00:00;10:59:59
31;0;2021-08-10;11:00:00;11:59:59
32;0;2021-08-10;12:00:00;12:59:59
33;0;2021-08-10;13:00:00;13:59:59
34;0;2021-08-10;14:00:00;14:59:59
35;0;2021-08-11;10:00:00;10:59:59
36;0;2021-08-11;11:00:00;11:59:59
37;0;2021-08-11;12:00:00;12:59:59
38;0;2021-08-11;13:00:00;13:59:59
39;0;2021-08-11;14:00:00;14:59:59
40;0;2021-08-12;10:00:00;10:59:59
41;0;2021-08-12;11:00:00;11:59:59
42;0;2021-08-12;12:00:00;12:59:59
43;0;2021-08-12;13:00:00;13:59:59
44;0;2021-08-12;14:00:00;14:59:59
45;0;2021-08-13;10:00:00;10:59:59
46;0;2021-08-13;11:00:00;11:59:59
47;0;2021-08-13;12:00:00;12:59:59
48;0;2021-08-13;13:00:00;13:59:59
49;0;2021-08-13;14:00:00;14:59:59
50;0;2021-08-16;10:00:00;10:59:59
51;0;2021-08-16;11:00:00;11:59:59
52;0;2021-08-16;12:00:00;12:59:59
53;0;2021-08-16;13:00:00;13:59:59
54;0;2021-08-16;14:00:00;14:59:59
55;0;2021-08-17;10:00:00;10:59:59
56;0;2021-08-17;11:00:00;11:59:59
57;0;2021-08-17;12:00:00;12:59:59
58;0;2021-08-17;13:00:00;13:59:59
59;0;2021-08-17;14:00:00;14:59:59
60;0;2021-08-18;10:00:00;10:59:59
61;0;2021-08-18;11:00:00;11:59:59
62;0;2021-08-18;12:00:00;12:59:59
63;0;2021-08-18;13:00:00;13:59:59
64;0;2021-08-18;14:00:00;14:59:59
65;0;2021-08-19;10:00:00;10:59:59
66;0;2021-08-19;11:00:00;11:59:59
67;0;2021-08-19;12:00:00;12:59:59
68;0;2021-08-19;13:00:00;13:59:59
69;0;2021-08-19;14:00:00;14:59:59
70;0;2021-08-20;10:00:00;10:59:59
71;0;2021-08-20;11:00:00;11:59:59
72;0;2021-08-20;12:00:00;12:59:59
73;0;2021-08-20;13:00:00;13:59:59
74;0;2021-08-20;14:00:00;14:59:59
75;0;2021-08-23;10:00:00;10:59:59
76;0;2021-08-23;11:00:00;11:59:59
77;0;2021-08-23;12:00:00;12:59:59
78;0;2021-08-23;13:00:00;13:59:59
79;0;2021-08-23;14:00:00;14:59:59
80;0;2021-08-24;10:00:00;10:59:59
81;0;2021-08-24;11:00:00;11:59:59
82;0;2021-08-24;12:00:00;12:59:59
83;0;2021-08-24;13:00:00;13:59:59
84;0;2021-08-24;14:00:00;14:59:59
85;0;2021-08-25;10:00:00;10:59:59
86;0;2021-08-25;11:00:00;11:59:59
87;0;2021-08-25;12:00:00;12:59:59
88;0;2021-08-25;13:00:00;13:59:59
89;0;2021-08-25;14:00:00;14:59:59
90;0;2021-08-26;10:00:00;10:59:59
91;0;2021-08-26;11:00:00;11:59:59
92;0;2021-08-26;12:00:00;12:59:59
93;0;2021-08-26;13:00:00;13:59:59
94;0;2021-08-26;14:00:00;14:59:59
95;0;2021-08-27;10:00:00;10:59:59
96;0;2021-08-27;11:00:00;11:59:59
97;0;2021-08-27;12:00:00;12:59:59
98;0;2021-08-27;13:00:00;13:59:59
99;0;2021-08-27;14:00:00;14:59:59
100;0;2021-08-30;10:00:00;10:59:59
101;0;2021-08-30;11:00:00;11:59:59
102;0;2021-08-30;12:00:00;12:59:59
103;0;2021-08-30;13:00:00;13:59:59
104;0;2021-08-30;14:00:00;14:59:59
105;0;2021-08-31;10:00:00;10:59:59
106;0;2021-08-31;11:00:00;11:59:59
107;0;2021-08-31;12:00:00;12:59:59
108;0;2021-08-31;13:00:00;13:59:59
109;0;2021-08-31;14:00:00;14:59:59
110;1;2021-08-02;10:00:00;10:59:59
111;1;2021-08-02;11:00:00;11:59:59
112;1;2021-08-02;12:00:00;12:59:59
113;1;2021-08-02;13:00:00;13:59:59
114;1;2021-08-02;14:00:00;14:59:59
115;1;2021-08-03;10:00:00;10:59:59
116;1;2021-08-03;11:00:00;11:59:59
117;1;2021-08-03;12:00:00;12:59:59
118;1;2021-08-03;13:00:00;13:59:59
119;1;2021-08-03;14:00:00;14:59:59
120;1;2021-08-04;10:00:00;10:59:59
121;1;2021-08-04;11:00:00;11:59:59
122;1;2021-08-04;12:00:00;12:59:59
123;1;2021-08-04;13:00:00;13:59:59
124;1;2021-08-04;14:00:00;14:59:59
125;1;2021-08-05;10:00:00;10:59:59
126;1;2021-08-05;11:00:00;11:59:59
127;1;2021-08-05;12:00:00;12:59:59
128;1;2021-08-05;13:00:00;13:59:59
129;1;2021-08-05;14:00:00;14:59:59
130;1;2021-08-06;10:00:00;10:59:59
131;1;2021-08-06;11:00:00;11:59:59
132;1;2021-08-06;12:00:00;12:59:59
133;1;2021-08-06;13:00:00;13:59:59
134;1;2021-08-06;14:00:00;14:59:59
135;1;2021-08-09;10:00:00;10:59:59
136;1;2021-08-09;11:00:00;11:59:59
137;1;2021-08-09;12:00:00;12:59:59
138;1;2021-08-09;13:00:00;13:59:59
139;1;2021-08-09;14:00:00;14:59:59
140;1;2021-08-10;10:00:00;10:59:59
141;1;2021-08-10;11:00:00;11:59:59
142;1;2021-08-10;12:00:00;12:59:59
143;1;2021-08-10;13:00:00;13:59:59
144;1;2021-08-10;14:00:00;14:59:59
145;1;2021-08-11;10:00:00;10:59:59
146;1;2021-08-11;11:00:00;11:59:59
147;1;2021-08-11;12:00:00;12:59:59
148;1;2021-08-11;13:00:00;13:59:59
149;1;2021-08-11;14:00:00;14:59:59
150;1;2021-08-12;10:00:00;10:59:59
151;1;2021-08-12;11:00:00;11:59:59
152;1;2021-08-12;12:00:00;12:59:59
153;1;2021-08-12;13:00:00;13:59:59
154;1;2021-08-12;14:00:00;14:59:59
155;1;2021-08-13;10:00:00;10:59:59
156;1;2021-08-13;11:00:00;11:59:59
157;1;2021-08-13;12:00:00;12:59:59
158;1;2021-08-13;13:00:00;13:59:59
159;1;2021-08-13;14:00:00;14:59:59
160;1;2021-08-16;10:00:00;10:59:59
161;1;2021-08-16;11:00:00;11:59:59
162;1;2021-08-16;12:00:00;12:59:59
163;1;2021-08-16;13:00:00;13:59:59
164;1;2021-08-16;14:00:00;14:59:59
165;1;2021-08-17;10:00:00;10:59:59
166;1;2021-08-17;11:00:00;11:59:59
167;1;2021-08-17;12:00:00;12:59:59
168;1;2021-08-17;13:00:00;13:59:59
169;1;2021-08-17;14:00:00;14:59:59
170;1;2021-08-18;10:00:00;10:59:59
171;1;2021-08-18;11:00:00;11:59:59
172;1;2021-08-18;12:00:00;12:59:59
173;1;2021-08-18;13:00:00;13:59:59
174;1;2021-08-18;14:00:00;14:59:59
175;1;2021-08-19;10:00:00;10:59:59
176;1;2021-08-19;11:00:00;11:59:59
177;1;2021-08-19;12:00:00;12:59:59
178;1;2021-08-19;13:00:00;13:59:59
179;1;2021-08-19;14:00:00;14:59:59
180;1;2021-08-20;10:00:00;10:59:59
181;1;2021-08-20;11:00:00;11:59:59
182;1;2021-08-20;12:00:00;12:59:59
183;1;2021-08-20;13:00:00;13:59:59
184;1;2021-08-20;14:00:00;14:59:59
185;1;2021-08-23;10:00:00;10:59:59
186;1;2021-08-23;11:00:00;11:59:59
187;1;2021-08-23;12:00:00;12:59:59
188;1;2021-08-23;13:00:00;13:59:59
189;1;2021-08-23;14:00:00;14:59:59
190;1;2021-08-24;10:00:00;10:59:59
191;1;2021-08-24;11:00:00;11:59:59
192;1;2021-08-24;12:00:00;12:59:59
193;1;2021-08-24;13:00:00;13:59:59
194;1;2021-08-24;14:00:00;14:59:59
195;1;2021-08-25;10:00:00;10:59:59
196;1;2021-08-25;11:00:00;11:59:59
197;1;2021-08-25;12:00:00;12:59:59
198;1;2021-08-25;13:00:00;13:59:59
199;1;2021-08-25;14:00:00;14:59:59
200;1;2021-08-26;10:00:00;10:59:59
201;1;2021-08-26;11:00:00;11:59:59
202;1;2021-08-26;12:00:00;12:59:59
203;1;2021-08-26;13:00:00;13:59:59
204;1;2021-08-26;14:00:00;14:59:59
205;1;2021-08-27;10:00:00;10:59:59
206;1;2021-08-27;11:00:00;11:59:59
207;1;2021-08-27;12:00:00;12:59:59
208;1;2021-08-27;13:00:00;13:59:59
209;1;2021-08-27;14:00:00;14:59:59
210;1;2021-08-30;10:00:00;10:59:59
211;1;2021-08-30;11:00:00;11:59:59
212;1;2021-08-30;12:00:00;12:59:59
213;1;2021-08-30;13:00:00;13:59:59
214;1;2021-08-30;14:00:00;14:59:59
215;1;2021-08-31;10:00:00;10:59:59
216;1;2021-08-31;11:00:00;11:59:59
217;1;2021-08-31;12:00:00;12:59:59
218;1;2021-08-31;13:00:00;13:59:59
219;1;2021-08-31;14:00:00;14:59:59
220;2;2021-08-02;10:00:00;10:59:59
221;2;2021-08-02;11:00:00;11:59:59
222;2;2021-08-02;12:00:00;12:59:59
223;2;2021-08-02;13:00:00;13:59:59
224;2;2021-08-02;14:00:00;14:59:59
225;2;2021-08-03;10:00:00;10:59:59
226;2;2021-08-03;11:00:00;11:59:59
227;2;2021-08-03;12:00:00;12:59:59
228;2;2021-08-03;13:00:00;13:59:59
229;2;2021-08-03;14:00:00;14:59:59
230;2;2021-08-04;10:00:00;10:59:59
231;2;2021-08-04;11:00:00;11:59:59
232;2;2021-08-04;12:00:00;12:59:59
233;2;2021-08-04;13:00:00;13:59:59
234;2;2021-08-04;14:00:00;14:59:59
235;2;2021-08-05;10:00:00;10:59:59
236;2;2021-08-05;11:00:00;11:59:59
237;2;2021-08-05;12:00:00;12:59:59
238;2;2021-08-05;13:00:00;13:59:59
239;2;2021-08-05;14:00:00;14:59:59
240;2;2021-08-06;10:00:00;10:59:59
241;2;2021-08-06;11:00:00;11:59:59
242;2;2021-08-06;12:00:00;12:59:59
243;2;2021-08-06;13:00:00;13:59:59
244;2;2021-08-06;14:00:00;14:59:59
245;2;2021-08-09;10:00:00;10:59:59
246;2;2021-08-09;11:00:00;11:59:59
247;2;2021-08-09;12:00:00;12:59:59
248;2;2021-08-09;13:00:00;13:59:59
249;2;2021-08-09;14:00:00;14:59:59
250;2;2021-08-10;10:00:00;10:59:59
251;2;2021-08-10;11:00:00;11:59:59
252;2;2021-08-10;12:00:00;12:59:59
253;2;2021-08-10;13:00:00;13:59:59
254;2;2021-08-10;14:00:00;14:59:59
255;2;2021-08-11;10:00:00;10:59:59
256;2;2021-08-11;11:00:00;11:59:59
257;2;2021-08-11;12:00:00;12:59:59
258;2;2021-08-11;13:00:00;13:59:59
259;2;2021-08-11;14:00:00;14:59:59
260;2;2021-08-12;10:00:00;10:59:59
261;2;2021-08-12;11:00:00;11:59:59
262;2;2021-08-12;12:00:00;12:59:59
263;2;2021-08-12;13:00:00;13:59:59
264;2;2021-08-12;14:00:00;14:59:59
265;2;2021-08-13;10:00:00;10:59:59
266;2;2021-08-13;11:00:00;11:59:59
267;2;2021-08-13;12:00:00;12:59:59
268;2;2021-08-13;13:00:00;13:59:59
269;2;2021-08-13;14:00:00;14:59:59
270;2;2021-08-16;10:00:00;10:59:59
271;2;2021-08-16;11:00:00;11:59:59
272;2;2021-08-16;12:00:00;12:59:59
273;2;2021-08-16;13:00:00;13:59:59
274;2;2021-08-16;14:00:00;14:59:59
275;2;2021-08-17;10:00:00;10:59:59
276;2;2021-08-17;11:00:00;11:59:59
277;2;2021-08-17;12:00:00;12:59:59
278;2;2021-08-17;13:00:00;13:59:59
279;2;2021-08-17;14:00:00;14:59:59
280;2;2021-08-18;10:00:00;10:59:59
281;2;2021-08-18;11:00:00;11:59:59
282;2;2021-08-18;12:00:00;12:59:59
283;2;2021-08-18;13:00:00;13:59:59
284;2;2021-08-18;14:00:00;14:59:59
285;2;2021-08-19;10:00:00;10:59:59
286;2;2021-08-19;11:00:00;11:59:59
287;2;2021-08-19;12:00:00;12:59:59
288;2;2021-08-19;13:00:00;13:59:59
289;2;2021-08-19;14:00:00;14:59:59
290;2;2021-08-20;10:00:00;10:59:59
291;2;2021-08-20;11:00:00;11:59:59
292;2;2021-08-20;12:00:00;12:59:59
293;2;2021-08-20;13:00:00;13:59:59
294;2;2021-08-20;14:00:00;14:59:59
295;2;2021-08-23;10:00:00;10:59:59
296;2;2021-08-23;11:00:00;11:59:59
297;2;2021-08-23;12:00:00;12:59:59
298;2;2021-08-23;13:00:00;13:59:59
299;2;2021-08-23;14:00:00;14:59:59
300;2;2021-08-24;10:00:00;10:59:59
301;2;2021-08-24;11:00:00;11:59:59
302;2;2021-08-24;12:00:00;12:59:59
303;2;2021-08-24;13:00:00;13:59:59
304;2;2021-08-24;14:00:00;14:59:59
305;2;2021-08-25;10:00:00;10:59:59
306;2;2021-08-25;11:00:00;11:59:59
307;2;2021-08-25;12:00:00;12:59:59
308;2;2021-08-25;13:00:00;13:59:59
309;2;2021-08-25;14:00:00;14:59:59
310;2;2021-08-26;10:00:00;10:59:59
311;2;2021-08-26;11:00:00;11:59:59
312;2;2021-08-26;12:00:00;12:59:59
313;2;2021-08-26;13:00:00;13:59:59
314;2;2021-08-26;14:00:00;14:59:59
315;2;2021-08-27;10:00:00;10:59:59
316;2;2021-08-27;11:00:00;11:59:59
317;2;2021-08-27;12:00:00;12:59:59
318;2;2021-08-27;13:00:00;13:59:59
319;2;2021-08-27;14:00:00;14:59:59
320;2;2021-08-30;10:00:00;10:59:59
321;2;2021-08-30;11:00:00;11:59:59
322;2;2021-08-30;12:00:00;12:59:59
323;2;2021-08-30;13:00:00;13:59:59
324;2;2021-08-30;14:00:00;14:59:59
325;2;2021-08-31;10:00:00;10:59:59
326;2;2021-08-31;11:00:00;11:59:59
327;2;2021-08-31;12:00:00;12:59:59
328;2;2021-08-31;13:00:00;13:59:59
329;2;2021-08-31;14:00:00;14:59:59
330;4;2021-08-02;10:00:00;10:59:59
331;4;2021-08-02;11:00:00;11:59:59
332;4;2021-08-02;12:00:00;12:59:59
333;4;2021-08-02;13:00:00;13:59:59
334;4;2021-08-02;14:00:00;14:59:59
335;4;2021-08-03;10:00:00;10:59:59
336;4;2021-08-03;11:00:00;11:59:59
337;4;2021-08-03;12:00:00;12:59:59
338;4;2021-08-03;13:00:00;13:59:59
339;4;2021-08-03;14:00:00;14:59:59
340;4;2021-08-04;10:00:00;10:59:59
341;4;2021-08-04;11:00:00;11:59:59
342;4;2021-08-04;12:00:00;12:59:59
343;4;2021-08-04;13:00:00;13:59:59
344;4;2021-08-04;14:00:00;14:59:59
345;4;2021-08-05;10:00:00;10:59:59
346;4;2021-08-05;11:00:00;11:59:59
347;4;2021-08-05;12:00:00;12:59:59
348;4;2021-08-05;13:00:00;13:59:59
349;4;2021-08-05;14:00:00;14:59:59
350;4;2021-08-06;10:00:00;10:59:59
351;4;2021-08-06;11:00:00;11:59:59
352;4;2021-08-06;12:00:00;12:59:59
353;4;2021-08-06;13:00:00;13:59:59
354;4;2021-08-06;14:00:00;14:59:59
355;4;2021-08-09;10:00:00;10:59:59
356;4;2021-08-09;11:00:00;11:59:59
357;4;2021-08-09;12:00:00;12:59:59
358;4;2021-08-09;13:00:00;13:59:59
359;4;2021-08-09;14:00:00;14:59:59
360;4;2021-08-10;10:00:00;10:59:59
361;4;2021-08-10;11:00:00;11:59:59
362;4;2021-08-10;12:00:00;12:59:59
363;4;2021-08-10;13:00:00;13:59:59
364;4;2021-08-10;14:00:00;14:59:59
365;4;2021-08-11;10:00:00;10:59:59
366;4;2021-08-11;11:00:00;11:59:59
367;4;2021-08-11;12:00:00;12:59:59
368;4;2021-08-11;13:00:00;13:59:59
369;4;2021-08-11;14:00:00;14:59:59
370;4;2021-08-12;10:00:00;10:59:59
371;4;2021-08-12;11:00:00;11:59:59
372;4;2021-08-12;12:00:00;12:59:59
373;4;2021-08-12;13:00:00;13:59:59
374;4;2021-08-12;14:00:00;14:59:59
375;4;2021-08-13;10:00:00;10:59:59
376;4;2021-08-13;11:00:00;11:59:59
377;4;2021-08-13;12:00:00;12:59:59
378;4;2021-08-13;13:00:00;13:59:59
379;4;2021-08-13;14:00:00;14:59:59
380;4;2021-08-16;10:00:00;10:59:59
381;4;2021-08-16;11:00:00;11:59:59
382;4;2021-08-16;12:00:00;12:59:59
383;4;2021-08-16;13:00:00;13:59:59
384;4;2021-08-16;14:00:00;14:59:59
385;4;2021-08-17;10:00:00;10:59:59
386;4;2021-08-17;11:00:00;11:59:59
387;4;2021-08-17;12:00:00;12:59:59
388;4;2021-08-17;13:00:00;13:59:59
389;4;2021-08-17;14:00:00;14:59:59
390;4;2021-08-18;10:00:00;10:59:59
391;4;2021-08-18;11:00:00;11:59:59
392;4;2021-08-18;12:00:00;12:59:59
393;4;2021-08-18;13:00:00;13:59:59
394;4;2021-08-18;14:00:00;14:59:59
395;4;2021-08-19;10:00:00;10:59:59
396;4;2021-08-19;11:00:00;11:59:59
397;4;2021-08-19;12:00:00;12:59:59
398;4;2021-08-19;13:00:00;13:59:59
399;4;2021-08-19;14:00:00;14:59:59
400;4;2021-08-20;10:00:00;10:59:59
401;4;2021-08-20;11:00:00;11:59:59
402;4;2021-08-20;12:00:00;12:59:59
403;4;2021-08-20;13:00:00;13:59:59
404;4;2021-08-20;14:00:00;14:59:59
405;4;2021-08-23;10:00:00;10:59:59
406;4;2021-08-23;11:00:00;11:59:59
407;4;2021-08-23;12:00:00;12:59:59
408;4;2021-08-23;13:00:00;13:59:59
409;4;2021-08-23;14:00:00;14:59:59
410;4;2021-08-24;10:00:00;10:59:59
411;4;2021-08-24;11:00:00;11:59:59
412;4;2021-08-24;12:00:00;12:59:59
413;4;2021-08-24;13:00:00;13:59:59
414;4;2021-08-24;14:00:00;14:59:59
415;4;2021-08-25;10:00:00;10:59:59
416;4;2021-08-25;11:00:00;11:59:59
417;4;2021-08-25;12:00:00;12:59:59
418;4;2021-08-25;13:00:00;13:59:59
419;4;2021-08-25;14:00:00;14:59:59
420;4;2021-08-26;10:00:00;10:59:59
421;4;2021-08-26;11:00:00;11:59:59
422;4;2021-08-26;12:00:00;12:59:59
423;4;2021-08-26;13:00:00;13:59:59
424;4;2021-08-26;14:00:00;14:59:59
425;4;2021-08-27;10:00:00;10:59:59
426;4;2021-08-27;11:00:00;11:59:59
427;4;2021-08-27;12:00:00;12:59:59
428;4;2021-08-27;13:00:00;13:59:59
429;4;2021-08-27;14:00:00;14:59:59
430;4;2021-08-30;10:00:00;10:59:59
431;4;2021-08-30;11:00:00;11:59:59
432;4;2021-08-30;12:00:00;12:59:59
433;4;2021-08-30;13:00:00;13:59:59
434;4;2021-08-30;14:00:00;14:59:59
435;4;2021-08-31;10:00:00;10:59:59
436;4;2021-08-31;11:00:00;11:59:59
437;4;2021-08-31;12:00:00;12:59:59
438;4;2021-08-31;13:00:00;13:59:59
439;4;2021-08-31;14:00:00;14:59:59
440;5;2021-08-02;10:00:00;10:59:59
441;5;2021-08-02;11:00:00;11:59:59
442;5;2021-08-02;12:00:00;12:59:59
443;5;2021-08-02;13:00:00;13:59:59
444;5;2021-08-02;14:00:00;14:59:59
445;5;2021-08-03;10:00:00;10:59:59
446;5;2021-08-03;11:00:00;11:59:59
447;5;2021-08-03;12:00:00;12:59:59
448;5;2021-08-03;13:00:00;13:59:59
449;5;2021-08-03;14:00:00;14:59:59
450;5;2021-08-04;10:00:00;10:59:59
451;5;2021-08-04;11:00:00;11:59:59
452;5;2021-08-04;12:00:00;12:59:59
453;5;2021-08-04;13:00:00;13:59:59
454;5;2021-08-04;14:00:00;14:59:59
455;5;2021-08-05;10:00:00;10:59:59
456;5;2021-08-05;11:00:00;11:59:59
457;5;2021-08-05;12:00:00;12:59:59
458;5;2021-08-05;13:00:00;13:59:59
459;5;2021-08-05;14:00:00;14:59:59
460;5;2021-08-06;10:00:00;10:59:59
461;5;2021-08-06;11:00:00;11:59:59
462;5;2021-08-06;12:00:00;12:59:59
463;5;2021-08-06;13:00:00;13:59:59
464;5;2021-08-06;14:00:00;14:59:59
465;5;2021-08-09;10:00:00;10:59:59
466;5;2021-08-09;11:00:00;11:59:59
467;5;2021-08-09;12:00:00;12:59:59
468;5;2021-08-09;13:00:00;13:59:59
469;5;2021-08-09;14:00:00;14:59:59
470;5;2021-08-10;10:00:00;10:59:59
471;5;2021-08-10;11:00:00;11:59:59
472;5;2021-08-10;12:00:00;12:59:59
473;5;2021-08-10;13:00:00;13:59:59
474;5;2021-08-10;14:00:00;14:59:59
475;5;2021-08-11;10:00:00;10:59:59
476;5;2021-08-11;11:00:00;11:59:59
477;5;2021-08-11;12:00:00;12:59:59
478;5;2021-08-11;13:00:00;13:59:59
479;5;2021-08-11;14:00:00;14:59:59
480;5;2021-08-12;10:00:00;10:59:59
481;5;2021-08-12;11:00:00;11:59:59
482;5;2021-08-12;12:00:00;12:59:59
483;5;2021-08-12;13:00:00;13:59:59
484;5;2021-08-12;14:00:00;14:59:59
485;5;2021-08-13;10:00:00;10:59:59
486;5;2021-08-13;11:00:00;11:59:59
487;5;2021-08-13;12:00:00;12:59:59
488;5;2021-08-13;13:00:00;13:59:59
489;5;2021-08-13;14:00:00;14:59:59
490;5;2021-08-16;10:00:00;10:59:59
491;5;2021-08-16;11:00:00;11:59:59
492;5;2021-08-16;12:00:00;12:59:59
493;5;2021-08-16;13:00:00;13:59:59
494;5;2021-08-16;14:00:00;14:59:59
495;5;2021-08-17;10:00:00;10:59:59
496;5;2021-08-17;11:00:00;11:59:59
497;5;2021-08-17;12:00:00;12:59:59
498;5;2021-08-17;13:00:00;13:59:59
499;5;2021-08-17;14:00:00;14:59:59
500;5;2021-08-18;10:00:00;10:59:59
501;5;2021-08-18;11:00:00;11:59:59
502;5;2021-08-18;12:00:00;12:59:59
503;5;2021-08-18;13:00:00;13:59:59
504;5;2021-08-18;14:00:00;14:59:59
505;5;2021-08-19;10:00:00;10:59:59
506;5;2021-08-19;11:00:00;11:59:59
507;5;2021-08-19;12:00:00;12:59:59
508;5;2021-08-19;13:00:00;13:59:59
509;5;2021-08-19;14:00:00;14:59:59
510;5;2021-08-20;10:00:00;10:59:59
511;5;2021-08-20;11:00:00;11:59:59
512;5;2021-08-20;12:00:00;12:59:59
513;5;2021-08-20;13:00:00;13:59:59
514;5;2021-08-20;14:00:00;14:59:59
515;5;2021-08-23;10:00:00;10:59:59
516;5;2021-08-23;11:00:00;11:59:59
517;5;2021-08-23;12:00:00;12:59:59
518;5;2021-08-23;13:00:00;13:59:59
519;5;2021-08-23;14:00:00;14:59:59
520;5;2021-08-24;10:00:00;10:59:59
521;5;2021-08-24;11:00:00;11:59:59
522;5;2021-08-24;12:00:00;12:59:59
523;5;2021-08-24;13:00:00;13:59:59
524;5;2021-08-24;14:00:00;14:59:59
525;5;2021-08-25;10:00:00;10:59:59
526;5;2021-08-25;11:00:00;11:59:59
527;5;2021-08-25;12:00:00;12:59:59
528;5;2021-08-25;13:00:00;13:59:59
529;5;2021-08-25;14:00:00;14:59:59
530;5;2021-08-26;10:00:00;10:59:59
531;5;2021-08-26;11:00:00;11:59:59
532;5;2021-08-26;12:00:00;12:59:59
533;5;2021-08-26;13:00:00;13:59:59
534;5;2021-08-26;14:00:00;14:59:59
535;5;2021-08-27;10:00:00;10:59:59
536;5;2021-08-27;11:00:00;11:59:59
537;5;2021-08-27;12:00:00;12:59:59
538;5;2021-08-27;13:00:00;13:59:59
539;5;2021-08-27;14:00:00;14:59:59
540;5;2021-08-30;10:00:00;10:59:59
541;5;2021-08-30;11:00:00;11:59:59
542;5;2021-08-30;12:00:00;12:59:59
543;5;2021-08-30;13:00:00;13:59:59
544;5;2021-08-30;14:00:00;14:59:59
545;5;2021-08-31;10:00:00;10:59:59
546;5;2021-08-31;11:00:00;11:59:59
547;5;2021-08-31;12:00:00;12:59:59
